X , Y 
551,607207.0
552,609413.0
553,611623.0
554,613837.0
555,616055.0
556,618277.0
557,620503.0
558,622733.0
559,624967.0
560,627205.0
561,629447.0
562,631693.0
563,633943.0
564,636197.0
565,638455.0
566,640717.0
567,642983.0
568,645253.0
569,647527.0
570,649805.0
571,652087.0
572,654373.0
573,656663.0
574,658957.0
575,661255.0
576,663557.0
577,665863.0
578,668173.0
579,670487.0
580,672805.0
581,675127.0
582,677453.0
583,679783.0
584,682117.0
585,684455.0
586,686797.0
587,689143.0
588,691493.0
589,693847.0
590,696205.0
591,698567.0
592,700933.0
593,703303.0
594,705677.0
595,708055.0
596,710437.0
597,712823.0
598,715213.0
599,717607.0
600,720005.0
601,722407.0
602,724813.0
603,727223.0
604,729637.0
605,732055.0
606,734477.0
607,736903.0
608,739333.0
609,741767.0
610,744205.0
611,746647.0
612,749093.0
613,751543.0
614,753997.0
615,756455.0
616,758917.0
617,761383.0
618,763853.0
619,766327.0
620,768805.0
621,771287.0
622,773773.0
623,776263.0
624,778757.0
625,781255.0
626,783757.0
627,786263.0
628,788773.0
629,791287.0
630,793805.0
631,796327.0
632,798853.0
633,801383.0
634,803917.0
635,806455.0
636,808997.0
637,811543.0
638,814093.0
639,816647.0
640,819205.0
641,821767.0
642,824333.0
643,826903.0
644,829477.0
645,832055.0
646,834637.0
647,837223.0
648,839813.0
649,842407.0
650,845005.0
651,847607.0
652,850213.0
653,852823.0
654,855437.0
655,858055.0
656,860677.0
657,863303.0
658,865933.0
659,868567.0
660,871205.0
661,873847.0
662,876493.0
663,879143.0
664,881797.0
665,884455.0
666,887117.0
667,889783.0
668,892453.0
669,895127.0
670,897805.0
671,900487.0
672,903173.0
673,905863.0
674,908557.0
675,911255.0
676,913957.0
677,916663.0
678,919373.0
679,922087.0
680,924805.0
681,927527.0
682,930253.0
683,932983.0
684,935717.0
685,938455.0
686,941197.0
687,943943.0
688,946693.0
689,949447.0
690,952205.0
691,954967.0
692,957733.0
693,960503.0
694,963277.0
695,966055.0
696,968837.0
697,971623.0
698,974413.0
699,977207.0
700,980005.0
701,982807.0
702,985613.0
703,988423.0
704,991237.0
705,994055.0
706,996877.0
707,999703.0
708,1002533.0
709,1005367.0
710,1008205.0
711,1011047.0
712,1013893.0
713,1016743.0
714,1019597.0
715,1022455.0
716,1025317.0
717,1028183.0
718,1031053.0
719,1033927.0
720,1036805.0
721,1039687.0
722,1042573.0
723,1045463.0
724,1048357.0
725,1051255.0
726,1054157.0
727,1057063.0
728,1059973.0
729,1062887.0
730,1065805.0
731,1068727.0
732,1071653.0
733,1074583.0
734,1077517.0
735,1080455.0
736,1083397.0
737,1086343.0
738,1089293.0
739,1092247.0
740,1095205.0
741,1098167.0
742,1101133.0
743,1104103.0
744,1107077.0
745,1110055.0
746,1113037.0
747,1116023.0
748,1119013.0
749,1122007.0
750,1125005.0
751,1128007.0
752,1131013.0
753,1134023.0
754,1137037.0
755,1140055.0
756,1143077.0
757,1146103.0
758,1149133.0
759,1152167.0
760,1155205.0
761,1158247.0
762,1161293.0
763,1164343.0
764,1167397.0
765,1170455.0
766,1173517.0
767,1176583.0
768,1179653.0
769,1182727.0
770,1185805.0
771,1188887.0
772,1191973.0
773,1195063.0
774,1198157.0
775,1201255.0
776,1204357.0
777,1207463.0
778,1210573.0
779,1213687.0
780,1216805.0
781,1219927.0
782,1223053.0
783,1226183.0
784,1229317.0
785,1232455.0
786,1235597.0
787,1238743.0
788,1241893.0
789,1245047.0
790,1248205.0
791,1251367.0
792,1254533.0
793,1257703.0
794,1260877.0
795,1264055.0
796,1267237.0
797,1270423.0
798,1273613.0
799,1276807.0
800,1280005.0
801,1283207.0
802,1286413.0
803,1289623.0
804,1292837.0
805,1296055.0
806,1299277.0
807,1302503.0
808,1305733.0
809,1308967.0
810,1312205.0
811,1315447.0
812,1318693.0
813,1321943.0
814,1325197.0
815,1328455.0
816,1331717.0
817,1334983.0
818,1338253.0
819,1341527.0
820,1344805.0
821,1348087.0
822,1351373.0
823,1354663.0
824,1357957.0
825,1361255.0
826,1364557.0
827,1367863.0
828,1371173.0
829,1374487.0
830,1377805.0
831,1381127.0
832,1384453.0
833,1387783.0
834,1391117.0
835,1394455.0
836,1397797.0
837,1401143.0
838,1404493.0
839,1407847.0
840,1411205.0
841,1414567.0
842,1417933.0
843,1421303.0
844,1424677.0
845,1428055.0
846,1431437.0
847,1434823.0
848,1438213.0
849,1441607.0
850,1445005.0
851,1448407.0
852,1451813.0
853,1455223.0
854,1458637.0
855,1462055.0
856,1465477.0
857,1468903.0
858,1472333.0
859,1475767.0
860,1479205.0
861,1482647.0
862,1486093.0
863,1489543.0
864,1492997.0
865,1496455.0
866,1499917.0
867,1503383.0
868,1506853.0
869,1510327.0
870,1513805.0
871,1517287.0
872,1520773.0
873,1524263.0
874,1527757.0
875,1531255.0
876,1534757.0
877,1538263.0
878,1541773.0
879,1545287.0
880,1548805.0
881,1552327.0
882,1555853.0
883,1559383.0
884,1562917.0
885,1566455.0
886,1569997.0
887,1573543.0
888,1577093.0
889,1580647.0
890,1584205.0
891,1587767.0
892,1591333.0
893,1594903.0
894,1598477.0
895,1602055.0
896,1605637.0
897,1609223.0
898,1612813.0
899,1616407.0
900,1620005.0
901,1623607.0
902,1627213.0
903,1630823.0
904,1634437.0
905,1638055.0
906,1641677.0
907,1645303.0
908,1648933.0
909,1652567.0
910,1656205.0
911,1659847.0
912,1663493.0
913,1667143.0
914,1670797.0
915,1674455.0
916,1678117.0
917,1681783.0
918,1685453.0
919,1689127.0
920,1692805.0
921,1696487.0
922,1700173.0
923,1703863.0
924,1707557.0
925,1711255.0
926,1714957.0
927,1718663.0
928,1722373.0
929,1726087.0
930,1729805.0
931,1733527.0
932,1737253.0
933,1740983.0
934,1744717.0
935,1748455.0
936,1752197.0
937,1755943.0
938,1759693.0
939,1763447.0
940,1767205.0
941,1770967.0
942,1774733.0
943,1778503.0
944,1782277.0
945,1786055.0
946,1789837.0
947,1793623.0
948,1797413.0
949,1801207.0
950,1805005.0
951,1808807.0
952,1812613.0
953,1816423.0
954,1820237.0
955,1824055.0
956,1827877.0
957,1831703.0
958,1835533.0
959,1839367.0
960,1843205.0
961,1847047.0
962,1850893.0
963,1854743.0
964,1858597.0
965,1862455.0
966,1866317.0
967,1870183.0
968,1874053.0
969,1877927.0
970,1881805.0
971,1885687.0
972,1889573.0
973,1893463.0
974,1897357.0
975,1901255.0
976,1905157.0
977,1909063.0
978,1912973.0
979,1916887.0
980,1920805.0
981,1924727.0
982,1928653.0
983,1932583.0
984,1936517.0
985,1940455.0
986,1944397.0
987,1948343.0
988,1952293.0
989,1956247.0
990,1960205.0
991,1964167.0
992,1968133.0
993,1972103.0
994,1976077.0
995,1980055.0
996,1984037.0
997,1988023.0
998,1992013.0
999,1996007.0
1000,2000005.0
