X , Y 
293.0,86054.0
294.0,86275.0
295.0,86833.0
296.0,87062.0
297.0,88738.0
298.0,88650.0
299.0,89647.0
300.0,90514.0
301.0,90046.0
302.0,90737.0
303.0,92185.0
304.0,92202.0
305.0,92517.0
306.0,93772.0
307.0,93860.0
308.0,94325.0
309.0,95994.0
310.0,95524.0
311.0,96714.0
312.0,97395.0
313.0,98055.0
314.0,99174.0
315.0,99380.0
316.0,100120.0
317.0,100120.0
318.0,101375.0
319.0,101732.0
320.0,102317.0
321.0,102715.0
322.0,103152.0
323.0,104694.0
324.0,105444.0
325.0,105731.0
326.0,105714.0
327.0,107352.0
328.0,108132.0
329.0,107695.0
330.0,109306.0
331.0,109456.0
332.0,109713.0
333.0,111316.0
334.0,111994.0
335.0,112314.0
336.0,112663.0
337.0,113146.0
338.0,114664.0
339.0,115461.0
340.0,115878.0
341.0,116841.0
342.0,117392.0
343.0,117901.0
344.0,117895.0
345.0,119186.0
346.0,120225.0
347.0,120957.0
348.0,121319.0
349.0,121466.0
350.0,122140.0
351.0,122953.0
352.0,123444.0
353.0,124447.0
354.0,125858.0
355.0,125455.0
356.0,126795.0
357.0,127978.0
358.0,128242.0
359.0,129361.0
360.0,129221.0
361.0,130083.0
362.0,130564.0
363.0,132124.0
364.0,132850.0
365.0,133581.0
366.0,133366.0
367.0,134753.0
368.0,135348.0
369.0,135966.0
370.0,137266.0
371.0,137419.0
372.0,138295.0
373.0,139003.0
374.0,139679.0
375.0,140422.0
376.0,141510.0
377.0,141906.0
378.0,142387.0
379.0,143888.0
380.0,144328.0
381.0,145622.0
382.0,145415.0
383.0,146712.0
384.0,147633.0
385.0,147645.0
386.0,148413.0
387.0,149263.0
388.0,150895.0
389.0,151382.0
390.0,152610.0
391.0,153482.0
392.0,153791.0
393.0,154483.0
394.0,154677.0
395.0,156520.0
396.0,156900.0
397.0,157367.0
398.0,157983.0
399.0,159089.0
400.0,160339.0
401.0,161331.0
402.0,161607.0
403.0,162942.0
404.0,162816.0
405.0,164073.0
406.0,164342.0
407.0,166233.0
408.0,166690.0
409.0,167040.0
410.0,168181.0
411.0,168474.0
412.0,169437.0
413.0,170188.0
414.0,170870.0
415.0,172248.0
416.0,173235.0
417.0,173620.0
418.0,174301.0
419.0,175045.0
420.0,175949.0
421.0,176849.0
422.0,177963.0
423.0,178465.0
424.0,179996.0
425.0,180825.0
426.0,181494.0
427.0,182067.0
428.0,183775.0
429.0,184532.0
430.0,184544.0
431.0,185223.0
432.0,186882.0
433.0,187447.0
434.0,188584.0
435.0,188938.0
436.0,190683.0
437.0,191302.0
438.0,191835.0
439.0,192541.0
440.0,193066.0
441.0,194115.0
442.0,195645.0
443.0,196444.0
444.0,196741.0
445.0,197503.0
446.0,199292.0
447.0,199459.0
448.0,200300.0
449.0,201940.0
450.0,202181.0
451.0,202966.0
452.0,204745.0
453.0,205271.0
454.0,206607.0
455.0,207215.0
456.0,207556.0
457.0,209008.0
458.0,210263.0
459.0,211071.0
460.0,211554.0
461.0,212021.0
462.0,213579.0
463.0,214435.0
464.0,214775.0
465.0,216166.0
466.0,217249.0
467.0,218107.0
468.0,218544.0
469.0,219779.0
470.0,220668.0
471.0,222111.0
472.0,222392.0
473.0,223984.0
474.0,224184.0
475.0,225197.0
476.0,226876.0
477.0,227088.0
478.0,229085.0
479.0,229072.0
480.0,230693.0
481.0,230833.0
482.0,231765.0
483.0,233397.0
484.0,234450.0
485.0,235615.0
486.0,235838.0
487.0,237335.0
488.0,238550.0
489.0,238712.0
490.0,239539.0
491.0,241439.0
492.0,241886.0
493.0,243214.0
494.0,243795.0
495.0,244849.0
496.0,246425.0
497.0,247613.0
498.0,248569.0
499.0,249153.0
500.0,249646.0
501.0,251051.0
502.0,251524.0
503.0,253213.0
504.0,253914.0
505.0,255275.0
506.0,256584.0
507.0,257208.0
508.0,257693.0
509.0,258916.0
510.0,260597.0
511.0,260944.0
512.0,261944.0
513.0,262675.0
514.0,263953.0
515.0,265202.0
516.0,266688.0
517.0,267094.0
518.0,268906.0
519.0,269821.0
520.0,270378.0
521.0,271015.0
522.0,272427.0
523.0,272934.0
524.0,274891.0
525.0,275589.0
526.0,276659.0
527.0,278016.0
528.0,278542.0
529.0,279595.0
530.0,281201.0
531.0,281673.0
532.0,282477.0
533.0,283958.0
534.0,285049.0
535.0,286617.0
536.0,286852.0
537.0,288814.0
538.0,288851.0
539.0,290353.0
540.0,291466.0
541.0,293187.0
542.0,294260.0
543.0,294299.0
544.0,295638.0
545.0,296728.0
546.0,297634.0
547.0,299267.0
548.0,300136.0
549.0,300832.0
550.0,302779.0
551.0,303687.0
552.0,304646.0
553.0,306357.0
554.0,307092.0
555.0,308303.0
556.0,309317.0
557.0,309866.0
558.0,311873.0
559.0,312224.0
560.0,313432.0
561.0,314833.0
562.0,316108.0
563.0,316414.0
564.0,317886.0
565.0,319353.0
566.0,320313.0
567.0,321685.0
568.0,322068.0
569.0,324073.0
570.0,324717.0
571.0,326517.0
572.0,327428.0
573.0,327961.0
574.0,329646.0
575.0,330433.0
576.0,331654.0
577.0,333507.0
578.0,333495.0
579.0,335730.0
580.0,336232.0
581.0,337619.0
582.0,338226.0
583.0,339559.0
584.0,341377.0
585.0,342793.0
586.0,343008.0
587.0,345067.0
588.0,345199.0
589.0,346467.0
590.0,347543.0
591.0,348778.0
592.0,349929.0
593.0,351126.0
594.0,353191.0
595.0,353634.0
596.0,355054.0
597.0,356058.0
598.0,357195.0
599.0,358822.0
600.0,360559.0
601.0,361050.0
602.0,362000.0
603.0,363256.0
604.0,364737.0
605.0,366018.0
606.0,366904.0
607.0,368404.0
608.0,369591.0
609.0,371041.0
610.0,372561.0
611.0,373726.0
612.0,374082.0
613.0,375961.0
614.0,376716.0
615.0,377639.0
616.0,379877.0
617.0,380132.0
618.0,382479.0
619.0,383509.0
620.0,384434.0
621.0,385091.0
622.0,387202.0
623.0,388411.0
624.0,389794.0
625.0,391070.0
626.0,391868.0
627.0,392712.0
628.0,394333.0
629.0,395569.0
630.0,397460.0
631.0,398107.0
632.0,398926.0
633.0,400922.0
634.0,401987.0
635.0,403297.0
636.0,404158.0
637.0,405921.0
638.0,406651.0
639.0,408750.0
640.0,409216.0
641.0,410725.0
642.0,412615.0
643.0,413761.0
644.0,415310.0
645.0,415978.0
646.0,416930.0
647.0,418847.0
648.0,419894.0
649.0,421692.0
650.0,422550.0
651.0,424214.0
652.0,424993.0
653.0,425945.0
654.0,428090.0
655.0,428911.0
656.0,430335.0
657.0,431252.0
658.0,432923.0
659.0,434765.0
660.0,435517.0
661.0,436405.0
662.0,438338.0
663.0,439996.0
664.0,441123.0
665.0,442612.0
666.0,443454.0
667.0,445206.0
668.0,446480.0
669.0,447526.0
670.0,449237.0
671.0,450612.0
672.0,451017.0
673.0,452972.0
674.0,453849.0
675.0,455644.0
676.0,457381.0
677.0,457874.0
678.0,460284.0
679.0,461003.0
680.0,462990.0
681.0,463205.0
682.0,464626.0
683.0,466128.0
684.0,468366.0
685.0,469022.0
686.0,470863.0
687.0,471823.0
688.0,472949.0
689.0,474839.0
690.0,476280.0
691.0,477549.0
692.0,478929.0
693.0,480175.0
694.0,481883.0
695.0,483187.0
696.0,484026.0
697.0,485329.0
698.0,486929.0
699.0,488267.0
700.0,490598.0
701.0,491064.0
702.0,492714.0
703.0,494405.0
704.0,495511.0
705.0,497552.0
706.0,498913.0
707.0,500253.0
708.0,501181.0
709.0,502461.0
710.0,503583.0
711.0,504984.0
712.0,506785.0
713.0,508365.0
714.0,509995.0
715.0,511722.0
716.0,512151.0
717.0,513612.0
718.0,515425.0
719.0,516699.0
720.0,518930.0
721.0,519332.0
722.0,521439.0
723.0,522614.0
724.0,524653.0
725.0,525963.0
726.0,527049.0
727.0,528345.0
728.0,529698.0
729.0,530869.0
730.0,532762.0
731.0,533845.0
732.0,536182.0
733.0,536961.0
734.0,539231.0
735.0,539892.0
736.0,541279.0
737.0,543715.0
738.0,544234.0
739.0,545863.0
740.0,547664.0
741.0,549665.0
742.0,550828.0
743.0,552346.0
744.0,554029.0
745.0,555171.0
746.0,556342.0
747.0,557447.0
748.0,560094.0
749.0,561341.0
750.0,562878.0
751.0,564120.0
752.0,565031.0
753.0,567181.0
754.0,568400.0
755.0,569859.0
756.0,571414.0
757.0,573034.0
758.0,574166.0
759.0,575953.0
760.0,577621.0
761.0,578911.0
762.0,581229.0
763.0,582658.0
764.0,584024.0
765.0,585707.0
766.0,586884.0
767.0,588374.0
768.0,589301.0
769.0,591628.0
770.0,593137.0
771.0,594883.0
772.0,596182.0
773.0,597628.0
774.0,598959.0
775.0,600186.0
776.0,601704.0
777.0,603518.0
778.0,605841.0
779.0,607327.0
780.0,608132.0
781.0,609908.0
782.0,611875.0
783.0,613467.0
784.0,614824.0
785.0,615775.0
786.0,617460.0
787.0,619949.0
788.0,621254.0
789.0,622503.0
790.0,624131.0
791.0,625089.0
792.0,627789.0
793.0,628399.0
794.0,630183.0
795.0,632083.0
796.0,633531.0
797.0,634853.0
798.0,637314.0
799.0,638510.0
800.0,640075.0
801.0,641563.0
802.0,643407.0
803.0,644536.0
804.0,646444.0
805.0,647654.0
806.0,650132.0
807.0,651565.0
808.0,652367.0
809.0,654240.0
810.0,656700.0
811.0,657570.0
812.0,658753.0
813.0,661357.0
814.0,662886.0
815.0,664413.0
816.0,665760.0
817.0,667159.0
818.0,669292.0
819.0,670941.0
820.0,672670.0
821.0,673962.0
822.0,675589.0
823.0,677530.0
824.0,679349.0
825.0,680107.0
826.0,682575.0
827.0,684527.0
828.0,685884.0
829.0,686793.0
830.0,689329.0
831.0,690295.0
832.0,691831.0
833.0,694241.0
834.0,696034.0
835.0,696882.0
836.0,698355.0
837.0,700562.0
838.0,701833.0
839.0,704225.0
840.0,705221.0
841.0,707153.0
842.0,708550.0
843.0,711027.0
844.0,712828.0
845.0,714101.0
846.0,715956.0
847.0,717120.0
848.0,719508.0
849.0,721077.0
850.0,722446.0
851.0,724324.0
852.0,726400.0
853.0,727228.0
854.0,729899.0
855.0,731503.0
856.0,732591.0
857.0,733999.0
858.0,736140.0
859.0,737835.0
860.0,739593.0
861.0,740963.0
862.0,742637.0
863.0,744376.0
864.0,746622.0
865.0,748300.0
866.0,749766.0
867.0,751445.0
868.0,753710.0
869.0,755736.0
870.0,756374.0
871.0,759031.0
872.0,760728.0
873.0,762514.0
874.0,763845.0
875.0,765235.0
876.0,767639.0
877.0,768545.0
878.0,770960.0
879.0,772910.0
880.0,774095.0
881.0,776632.0
882.0,778508.0
883.0,780105.0
884.0,781932.0
885.0,782906.0
886.0,784588.0
887.0,786268.0
888.0,788560.0
889.0,790361.0
890.0,792196.0
891.0,793868.0
892.0,796092.0
893.0,796914.0
894.0,799486.0
895.0,801353.0
896.0,802766.0
897.0,804915.0
898.0,806376.0
899.0,807813.0
900.0,809878.0
901.0,812088.0
902.0,813417.0
903.0,814844.0
904.0,816643.0
905.0,819487.0
906.0,821102.0
907.0,822778.0
908.0,824169.0
909.0,826602.0
910.0,827604.0
911.0,829505.0
912.0,832061.0
913.0,833110.0
914.0,834878.0
915.0,837673.0
916.0,839633.0
917.0,841190.0
918.0,842758.0
919.0,844623.0
920.0,846508.0
921.0,848405.0
922.0,850479.0
923.0,851592.0
924.0,854377.0
925.0,856096.0
926.0,857071.0
927.0,859528.0
928.0,861696.0
929.0,862731.0
930.0,864874.0
931.0,867021.0
932.0,868142.0
933.0,870736.0
934.0,872144.0
935.0,874563.0
936.0,876090.0
937.0,878110.0
938.0,879680.0
939.0,882009.0
940.0,883420.0
941.0,886053.0
942.0,887125.0
943.0,889234.0
944.0,891426.0
945.0,893182.0
946.0,895430.0
947.0,896613.0
948.0,899220.0
949.0,900868.0
950.0,902348.0
951.0,904862.0
952.0,906108.0
953.0,908803.0
954.0,909599.0
955.0,912261.0
956.0,913732.0
957.0,916428.0
958.0,918051.0
959.0,919205.0
960.0,921186.0
961.0,923804.0
962.0,925417.0
963.0,927158.0
964.0,928721.0
965.0,931033.0
966.0,932729.0
967.0,934536.0
968.0,936535.0
969.0,938420.0
970.0,940319.0
971.0,942261.0
972.0,944502.0
973.0,946227.0
974.0,948158.0
975.0,951219.0
976.0,952001.0
977.0,954497.0
978.0,956199.0
979.0,958528.0
980.0,960664.0
981.0,961798.0
982.0,964782.0
983.0,966706.0
984.0,968582.0
985.0,970547.0
986.0,972190.0
987.0,973618.0
988.0,976057.0
989.0,978667.0
990.0,979737.0
991.0,982592.0
992.0,984487.0
993.0,985540.0
994.0,987638.0
995.0,990343.0
996.0,992076.0
997.0,993850.0
998.0,995915.0
999.0,997674.0
1000.0,1000097.0
