X , Y 
350.0,122505.0
351.0,123206.0
352.0,123909.0
353.0,124614.0
354.0,125321.0
355.0,126030.0
356.0,126741.0
357.0,127454.0
358.0,128169.0
359.0,128886.0
360.0,129605.0
361.0,130326.0
362.0,131049.0
363.0,131774.0
364.0,132501.0
365.0,133230.0
366.0,133961.0
367.0,134694.0
368.0,135429.0
369.0,136166.0
370.0,136905.0
371.0,137646.0
372.0,138389.0
373.0,139134.0
374.0,139881.0
375.0,140630.0
376.0,141381.0
377.0,142134.0
378.0,142889.0
379.0,143646.0
380.0,144405.0
381.0,145166.0
382.0,145929.0
383.0,146694.0
384.0,147461.0
385.0,148230.0
386.0,149001.0
387.0,149774.0
388.0,150549.0
389.0,151326.0
390.0,152105.0
391.0,152886.0
392.0,153669.0
393.0,154454.0
394.0,155241.0
395.0,156030.0
396.0,156821.0
397.0,157614.0
398.0,158409.0
399.0,159206.0
400.0,160005.0
401.0,160806.0
402.0,161609.0
403.0,162414.0
404.0,163221.0
405.0,164030.0
406.0,164841.0
407.0,165654.0
408.0,166469.0
409.0,167286.0
410.0,168105.0
411.0,168926.0
412.0,169749.0
413.0,170574.0
414.0,171401.0
415.0,172230.0
416.0,173061.0
417.0,173894.0
418.0,174729.0
419.0,175566.0
420.0,176405.0
421.0,177246.0
422.0,178089.0
423.0,178934.0
424.0,179781.0
425.0,180630.0
426.0,181481.0
427.0,182334.0
428.0,183189.0
429.0,184046.0
430.0,184905.0
431.0,185766.0
432.0,186629.0
433.0,187494.0
434.0,188361.0
435.0,189230.0
436.0,190101.0
437.0,190974.0
438.0,191849.0
439.0,192726.0
440.0,193605.0
441.0,194486.0
442.0,195369.0
443.0,196254.0
444.0,197141.0
445.0,198030.0
446.0,198921.0
447.0,199814.0
448.0,200709.0
449.0,201606.0
450.0,202505.0
451.0,203406.0
452.0,204309.0
453.0,205214.0
454.0,206121.0
455.0,207030.0
456.0,207941.0
457.0,208854.0
458.0,209769.0
459.0,210686.0
460.0,211605.0
461.0,212526.0
462.0,213449.0
463.0,214374.0
464.0,215301.0
465.0,216230.0
466.0,217161.0
467.0,218094.0
468.0,219029.0
469.0,219966.0
470.0,220905.0
471.0,221846.0
472.0,222789.0
473.0,223734.0
474.0,224681.0
475.0,225630.0
476.0,226581.0
477.0,227534.0
478.0,228489.0
479.0,229446.0
480.0,230405.0
481.0,231366.0
482.0,232329.0
483.0,233294.0
484.0,234261.0
485.0,235230.0
486.0,236201.0
487.0,237174.0
488.0,238149.0
489.0,239126.0
490.0,240105.0
491.0,241086.0
492.0,242069.0
493.0,243054.0
494.0,244041.0
495.0,245030.0
496.0,246021.0
497.0,247014.0
498.0,248009.0
499.0,249006.0
500.0,250005.0
501.0,251006.0
502.0,252009.0
503.0,253014.0
504.0,254021.0
505.0,255030.0
506.0,256041.0
507.0,257054.0
508.0,258069.0
509.0,259086.0
510.0,260105.0
511.0,261126.0
512.0,262149.0
513.0,263174.0
514.0,264201.0
515.0,265230.0
516.0,266261.0
517.0,267294.0
518.0,268329.0
519.0,269366.0
520.0,270405.0
521.0,271446.0
522.0,272489.0
523.0,273534.0
524.0,274581.0
525.0,275630.0
526.0,276681.0
527.0,277734.0
528.0,278789.0
529.0,279846.0
530.0,280905.0
531.0,281966.0
532.0,283029.0
533.0,284094.0
534.0,285161.0
535.0,286230.0
536.0,287301.0
537.0,288374.0
538.0,289449.0
539.0,290526.0
540.0,291605.0
541.0,292686.0
542.0,293769.0
543.0,294854.0
544.0,295941.0
545.0,297030.0
546.0,298121.0
547.0,299214.0
548.0,300309.0
549.0,301406.0
550.0,302505.0
551.0,303606.0
552.0,304709.0
553.0,305814.0
554.0,306921.0
555.0,308030.0
556.0,309141.0
557.0,310254.0
558.0,311369.0
559.0,312486.0
560.0,313605.0
561.0,314726.0
562.0,315849.0
563.0,316974.0
564.0,318101.0
565.0,319230.0
566.0,320361.0
567.0,321494.0
568.0,322629.0
569.0,323766.0
570.0,324905.0
571.0,326046.0
572.0,327189.0
573.0,328334.0
574.0,329481.0
575.0,330630.0
576.0,331781.0
577.0,332934.0
578.0,334089.0
579.0,335246.0
580.0,336405.0
581.0,337566.0
582.0,338729.0
583.0,339894.0
584.0,341061.0
585.0,342230.0
586.0,343401.0
587.0,344574.0
588.0,345749.0
589.0,346926.0
590.0,348105.0
591.0,349286.0
592.0,350469.0
593.0,351654.0
594.0,352841.0
595.0,354030.0
596.0,355221.0
597.0,356414.0
598.0,357609.0
599.0,358806.0
600.0,360005.0
601.0,361206.0
602.0,362409.0
603.0,363614.0
604.0,364821.0
605.0,366030.0
606.0,367241.0
607.0,368454.0
608.0,369669.0
609.0,370886.0
610.0,372105.0
611.0,373326.0
612.0,374549.0
613.0,375774.0
614.0,377001.0
615.0,378230.0
616.0,379461.0
617.0,380694.0
618.0,381929.0
619.0,383166.0
620.0,384405.0
621.0,385646.0
622.0,386889.0
623.0,388134.0
624.0,389381.0
625.0,390630.0
626.0,391881.0
627.0,393134.0
628.0,394389.0
629.0,395646.0
630.0,396905.0
631.0,398166.0
632.0,399429.0
633.0,400694.0
634.0,401961.0
635.0,403230.0
636.0,404501.0
637.0,405774.0
638.0,407049.0
639.0,408326.0
640.0,409605.0
641.0,410886.0
642.0,412169.0
643.0,413454.0
644.0,414741.0
645.0,416030.0
646.0,417321.0
647.0,418614.0
648.0,419909.0
649.0,421206.0
650.0,422505.0
651.0,423806.0
652.0,425109.0
653.0,426414.0
654.0,427721.0
655.0,429030.0
656.0,430341.0
657.0,431654.0
658.0,432969.0
659.0,434286.0
660.0,435605.0
661.0,436926.0
662.0,438249.0
663.0,439574.0
664.0,440901.0
665.0,442230.0
666.0,443561.0
667.0,444894.0
668.0,446229.0
669.0,447566.0
670.0,448905.0
671.0,450246.0
672.0,451589.0
673.0,452934.0
674.0,454281.0
675.0,455630.0
676.0,456981.0
677.0,458334.0
678.0,459689.0
679.0,461046.0
680.0,462405.0
681.0,463766.0
682.0,465129.0
683.0,466494.0
684.0,467861.0
685.0,469230.0
686.0,470601.0
687.0,471974.0
688.0,473349.0
689.0,474726.0
690.0,476105.0
691.0,477486.0
692.0,478869.0
693.0,480254.0
694.0,481641.0
695.0,483030.0
696.0,484421.0
697.0,485814.0
698.0,487209.0
699.0,488606.0
700.0,490005.0
701.0,491406.0
702.0,492809.0
703.0,494214.0
704.0,495621.0
705.0,497030.0
706.0,498441.0
707.0,499854.0
708.0,501269.0
709.0,502686.0
710.0,504105.0
711.0,505526.0
712.0,506949.0
713.0,508374.0
714.0,509801.0
715.0,511230.0
716.0,512661.0
717.0,514094.0
718.0,515529.0
719.0,516966.0
720.0,518405.0
721.0,519846.0
722.0,521289.0
723.0,522734.0
724.0,524181.0
725.0,525630.0
726.0,527081.0
727.0,528534.0
728.0,529989.0
729.0,531446.0
730.0,532905.0
731.0,534366.0
732.0,535829.0
733.0,537294.0
734.0,538761.0
735.0,540230.0
736.0,541701.0
737.0,543174.0
738.0,544649.0
739.0,546126.0
740.0,547605.0
741.0,549086.0
742.0,550569.0
743.0,552054.0
744.0,553541.0
745.0,555030.0
746.0,556521.0
747.0,558014.0
748.0,559509.0
749.0,561006.0
750.0,562505.0
751.0,564006.0
752.0,565509.0
753.0,567014.0
754.0,568521.0
755.0,570030.0
756.0,571541.0
757.0,573054.0
758.0,574569.0
759.0,576086.0
760.0,577605.0
761.0,579126.0
762.0,580649.0
763.0,582174.0
764.0,583701.0
765.0,585230.0
766.0,586761.0
767.0,588294.0
768.0,589829.0
769.0,591366.0
770.0,592905.0
771.0,594446.0
772.0,595989.0
773.0,597534.0
774.0,599081.0
775.0,600630.0
776.0,602181.0
777.0,603734.0
778.0,605289.0
779.0,606846.0
780.0,608405.0
781.0,609966.0
782.0,611529.0
783.0,613094.0
784.0,614661.0
785.0,616230.0
786.0,617801.0
787.0,619374.0
788.0,620949.0
789.0,622526.0
790.0,624105.0
791.0,625686.0
792.0,627269.0
793.0,628854.0
794.0,630441.0
795.0,632030.0
796.0,633621.0
797.0,635214.0
798.0,636809.0
799.0,638406.0
800.0,640005.0
801.0,641606.0
802.0,643209.0
803.0,644814.0
804.0,646421.0
805.0,648030.0
806.0,649641.0
807.0,651254.0
808.0,652869.0
809.0,654486.0
810.0,656105.0
811.0,657726.0
812.0,659349.0
813.0,660974.0
814.0,662601.0
815.0,664230.0
816.0,665861.0
817.0,667494.0
818.0,669129.0
819.0,670766.0
820.0,672405.0
821.0,674046.0
822.0,675689.0
823.0,677334.0
824.0,678981.0
825.0,680630.0
826.0,682281.0
827.0,683934.0
828.0,685589.0
829.0,687246.0
830.0,688905.0
831.0,690566.0
832.0,692229.0
833.0,693894.0
834.0,695561.0
835.0,697230.0
836.0,698901.0
837.0,700574.0
838.0,702249.0
839.0,703926.0
840.0,705605.0
841.0,707286.0
842.0,708969.0
843.0,710654.0
844.0,712341.0
845.0,714030.0
846.0,715721.0
847.0,717414.0
848.0,719109.0
849.0,720806.0
850.0,722505.0
851.0,724206.0
852.0,725909.0
853.0,727614.0
854.0,729321.0
855.0,731030.0
856.0,732741.0
857.0,734454.0
858.0,736169.0
859.0,737886.0
860.0,739605.0
861.0,741326.0
862.0,743049.0
863.0,744774.0
864.0,746501.0
865.0,748230.0
866.0,749961.0
867.0,751694.0
868.0,753429.0
869.0,755166.0
870.0,756905.0
871.0,758646.0
872.0,760389.0
873.0,762134.0
874.0,763881.0
875.0,765630.0
876.0,767381.0
877.0,769134.0
878.0,770889.0
879.0,772646.0
880.0,774405.0
881.0,776166.0
882.0,777929.0
883.0,779694.0
884.0,781461.0
885.0,783230.0
886.0,785001.0
887.0,786774.0
888.0,788549.0
889.0,790326.0
890.0,792105.0
891.0,793886.0
892.0,795669.0
893.0,797454.0
894.0,799241.0
895.0,801030.0
896.0,802821.0
897.0,804614.0
898.0,806409.0
899.0,808206.0
900.0,810005.0
901.0,811806.0
902.0,813609.0
903.0,815414.0
904.0,817221.0
905.0,819030.0
906.0,820841.0
907.0,822654.0
908.0,824469.0
909.0,826286.0
910.0,828105.0
911.0,829926.0
912.0,831749.0
913.0,833574.0
914.0,835401.0
915.0,837230.0
916.0,839061.0
917.0,840894.0
918.0,842729.0
919.0,844566.0
920.0,846405.0
921.0,848246.0
922.0,850089.0
923.0,851934.0
924.0,853781.0
925.0,855630.0
926.0,857481.0
927.0,859334.0
928.0,861189.0
929.0,863046.0
930.0,864905.0
931.0,866766.0
932.0,868629.0
933.0,870494.0
934.0,872361.0
935.0,874230.0
936.0,876101.0
937.0,877974.0
938.0,879849.0
939.0,881726.0
940.0,883605.0
941.0,885486.0
942.0,887369.0
943.0,889254.0
944.0,891141.0
945.0,893030.0
946.0,894921.0
947.0,896814.0
948.0,898709.0
949.0,900606.0
950.0,902505.0
951.0,904406.0
952.0,906309.0
953.0,908214.0
954.0,910121.0
955.0,912030.0
956.0,913941.0
957.0,915854.0
958.0,917769.0
959.0,919686.0
960.0,921605.0
961.0,923526.0
962.0,925449.0
963.0,927374.0
964.0,929301.0
965.0,931230.0
966.0,933161.0
967.0,935094.0
968.0,937029.0
969.0,938966.0
970.0,940905.0
971.0,942846.0
972.0,944789.0
973.0,946734.0
974.0,948681.0
975.0,950630.0
976.0,952581.0
977.0,954534.0
978.0,956489.0
979.0,958446.0
980.0,960405.0
981.0,962366.0
982.0,964329.0
983.0,966294.0
984.0,968261.0
985.0,970230.0
986.0,972201.0
987.0,974174.0
988.0,976149.0
989.0,978126.0
990.0,980105.0
991.0,982086.0
992.0,984069.0
993.0,986054.0
994.0,988041.0
995.0,990030.0
996.0,992021.0
997.0,994014.0
998.0,996009.0
999.0,998006.0
1000.0,1000005.0
